US1COMF0027,20141020,PRCP,0,,,N,0700
US1COMF0027,20141021,PRCP,0,,,N,0700
US1COMF0027,20141022,PRCP,89,,,N,0600
US1COMF0027,20141023,PRCP,0,,,N,0700
US1COMF0027,20141024,PRCP,0,,,N,0700
US1COMF0027,20141025,PRCP,0,,,N,0700
US1COMF0027,20141026,PRCP,0,,,N,0800
US1COMF0027,20141027,PRCP,97,,,N,0700
US1COMF0027,20141028,PRCP,0,,,N,0700
US1COMF0027,20141029,PRCP,0,,,N,0700
US1COMF0027,20141030,PRCP,0,,,N,0700
US1COMF0027,20141020,SNOW,0,,,N,0700
US1COMF0027,20141021,SNOW,0,,,N,0700
US1COMF0027,20141023,SNOW,0,,,N,0700
US1COMF0027,20141024,SNOW,0,,,N,0700
US1COMF0027,20141025,SNOW,0,,,N,0700
US1COMF0027,20141026,SNOW,0,,,N,0800
US1COMF0027,20141028,SNOW,0,,,N,0700
US1COMF0027,20141029,SNOW,0,,,N,0700
US1COMF0027,20141030,SNOW,0,,,N,0700
US1COMF0027,20141101,PRCP,0,,,N,0800
US1COMF0027,20141102,PRCP,41,,,N,0800
US1COMF0027,20141103,PRCP,74,,,N,0700
US1COMF0027,20141104,PRCP,28,,,N,0700
US1COMF0027,20141105,PRCP,0,,,N,0700
US1COMF0027,20141106,PRCP,0,,,N,0700
US1COMF0027,20141107,PRCP,0,,,N,0700
US1COMF0027,20141110,PRCP,0,,,N,0700
US1COMF0027,20141111,PRCP,8,,,N,0700
US1COMF0027,20141112,PRCP,0,T,,N,0700
US1COMF0027,20141113,PRCP,0,T,,N,0700
US1COMF0027,20141114,PRCP,13,,,N,0800
US1COMF0027,20141115,PRCP,36,,,N,0800
US1COMF0027,20141116,PRCP,64,,,N,0800
US1COMF0027,20141117,PRCP,0,,,N,0700
US1COMF0027,20141118,PRCP,0,,,N,0700
US1COMF0027,20141119,PRCP,0,,,N,0700
US1COMF0027,20141120,PRCP,0,,,N,0700
US1COMF0027,20141121,PRCP,0,,,N,0700
