GME00129034,19851201,TMAX,139,,,E,
GME00129034,19851202,TMAX,167,,,E,
GME00129034,19851203,TMAX,195,,,E,
GME00129034,19851204,TMAX,157,,,E,
GME00129034,19851205,TMAX,146,,,E,
GME00129034,19851206,TMAX,136,,,E,
GME00129034,19851207,TMAX,123,,,E,
GME00129034,19851208,TMAX,120,,,E,
GME00129034,19851209,TMAX,110,,,E,
GME00129034,19851210,TMAX,65,,,E,
GME00129034,19851211,TMAX,29,,,E,
GME00129034,19851212,TMAX,26,,,E,
GME00129034,19851213,TMAX,21,,,E,
GME00129034,19851214,TMAX,80,,,E,
GME00129034,19851215,TMAX,79,,,E,
GME00129034,19851216,TMAX,120,,,E,
GME00129034,19851217,TMAX,64,,,E,
GME00129034,19851218,TMAX,59,,,E,
GME00129034,19851219,TMAX,65,,,E,
GME00129034,19851220,TMAX,64,,,E,
GME00129034,19851221,TMAX,120,,,E,
GME00129034,19851222,TMAX,85,,,E,
GME00129034,19851223,TMAX,88,,,E,
GME00129034,19851224,TMAX,88,,,E,
GME00129034,19851225,TMAX,106,,,E,
GME00129034,19851226,TMAX,100,,,E,
GME00129034,19851227,TMAX,81,,,E,
GME00129034,19851228,TMAX,71,,,E,
GME00129034,19851229,TMAX,18,,,E,
GME00129034,19851230,TMAX,4,,,E,
GME00129034,19851231,TMAX,-40,,,E,
GME00129034,19851201,TMIN,36,,,E,
GME00129034,19851202,TMIN,35,,,E,
GME00129034,19851203,TMIN,39,,,E,
GME00129034,19851204,TMIN,61,,,E,
GME00129034,19851205,TMIN,25,,,E,
GME00129034,19851206,TMIN,74,,,E,
GME00129034,19851207,TMIN,38,,,E,
GME00129034,19851208,TMIN,72,,,E,
GME00129034,19851209,TMIN,30,,,E,
GME00129034,19851210,TMIN,-6,,,E,
GME00129034,19851211,TMIN,-32,,,E,
GME00129034,19851212,TMIN,-32,,,E,
GME00129034,19851213,TMIN,-36,,,E,
GME00129034,19851214,TMIN,-8,,,E,
GME00129034,19851215,TMIN,32,,,E,
GME00129034,19851216,TMIN,43,,,E,
GME00129034,19851217,TMIN,20,,,E,
GME00129034,19851218,TMIN,18,,,E,
GME00129034,19851219,TMIN,10,,,E,
GME00129034,19851220,TMIN,36,,,E,
GME00129034,19851221,TMIN,-6,,,E,
GME00129034,19851222,TMIN,-9,,,E,
GME00129034,19851223,TMIN,-9,,,E,
GME00129034,19851224,TMIN,-10,,,E,
